Theta_1,Theta_2,Theta_3,Theta_4,Theta_5,Theta_6,Theta_7,Theta_8,Theta_9,Theta_10,Theta_11,Theta_12,Theta_13,Theta_14,Theta_15,Theta_16,Theta_17,Theta_18,Theta_19,Theta_20,Label
5.082201532679562,-1.1704617092886238,0.6546419928245036,3.0212934217472034,-0.5904177040901271,-6.97819376883856,0.7999622435428195,5.199911552541207,-0.39669617996520684,-13.156096664826748,-1.8259010941126057,3.5034749248190624,0.36358427384619,-5.2344450936527425,-4.319263992272261,5.4970151564974925,-0.014970418030954094,3.4024187713141716,-4.281252790507819,-4.24574868879381,3
-3.2912394713686073,0.14731885903139533,0.08208689962743151,1.0387846848213544,0.7252991473922106,4.559438675214879,-4.087393416257223,-16.91972676576276,-0.7802171481376415,11.641773290339984,0.1451486961703552,-4.176932263462452,-0.9448805011240154,-4.853753695100887,-4.268554560444172,-4.166900477850667,1.0468009034913464,0.6665780689594594,4.633239926186447,3.2128370301538345,1
-0.14653152329149188,0.2563246529688533,-0.4506681775680075,2.9918172336177515,5.857291759980498,-2.912527750197647,-3.4283680306242115,-6.580037832917918,2.259602027742478,-2.42966822672507,1.4492924284038262,-4.470993657661869,-0.11317064829006354,-1.2321836120243672,-3.284424540549678,5.319579559227173,0.721161822084155,6.027495292716807,1.2660687346542274,-5.491371808263749,4
-6.958280862018659,0.5866248826168217,-0.7415926390940565,-3.5535241346903215,-1.9950812620382985,-2.487446228058123,-1.7927122797544324,2.26944929816651,-0.3741045275639198,2.6498384477915935,-1.7236853785590116,-1.7889810190066622,0.8550016347102224,4.477220611343169,3.3464448868500885,-4.288125545618511,0.18702010769393745,-2.9072920214055307,-1.76026908604186,2.0788807396947444,4
-3.960761923584993,0.3268524062609343,-0.8823893030786208,4.832927750652865,2.4848015699313892,1.1905934484060543,-3.489148923274129,-11.240366359951281,0.5496698134880496,4.28562926276133,1.9832726559207603,-5.451222311093042,-0.8003911042966898,5.4880040777708,-5.011274193334142,-2.8864406612503437,0.07978843143232382,1.86471408136656,2.2085668615469674,-1.9638802240058282,0
-0.9834415700492958,-0.4986850239363795,0.9960325033075258,3.023186658170235,4.651845490536503,3.6645085111764284,-0.3355664960644291,-9.753499967085922,1.7742396180401812,-3.9642707435338966,1.4204009231298556,2.958405871968102,1.012635254401941,3.433055948197124,4.52331377449823,-5.404519450357806,-0.4193130309844765,-4.07555006941132,-5.89252799503574,3.5232760148515108,3
-6.870137580063476,0.08190541260407326,1.7893744490951577,-5.114357678547848,-4.238124044188403,6.30348701074945,-5.261172398891848,5.89992741421123,-0.3989961442222967,6.770101263030616,0.08037940020917021,4.260850472576032,1.3703165001393138,5.321157544524381,2.908481086986776,-5.022888046375995,0.3782589823179224,-4.672724026355591,-4.664646128159391,-6.326644399975841,0
-5.0460780896173665,0.489962309452716,-0.17732278789003864,-2.6630136203126913,-5.013013452415127,-3.2358939564562252,3.8824772306256476,3.5916807667641533,0.25289279569030954,-1.7484470644383114,-1.498281809324653,4.751823462775086,2.339996321932448,-2.162011541879992,-6.057873476851906,-3.745894660604193,-0.691930840617639,-2.7722736367286283,-7.553443767494031,0.5895293796716969,2
3.141316193421365,-0.3101449950106793,-0.1738135128917204,1.8501284203153987,4.702573011300675,-4.822810204773586,5.34042634867376,-1.3115981042772087,-0.478366716587938,1.4581592469546274,1.0054953203063783,-3.6388130619736447,0.8340275687263308,-5.882019162361516,-3.687253756005003,6.776487585991507,-0.5793574933451994,-3.6228199621517674,3.3867295207483648,4.209946668370209,1
4.805682479382744,0.0376450650971495,-0.7234372231630879,6.600643167185629,5.635066211424125,-2.1007292817594605,-3.9410549799844454,-4.699144105427057,-3.1992646452121782,-16.793885093976435,-0.0952011155410625,5.247682833159924,-1.2977140246150385,-1.4830160387075746,-2.9679058021425995,6.042624967252239,-0.4944926018821485,7.066441198364393,2.9654061630273016,3.2759061248019963,4
-3.891789723083372,1.1859082554298621,-0.08283837842460157,6.933472371004214,5.581829974073086,6.558648486882431,-11.384832731477019,-21.76128677892501,-0.4498663007101679,-2.698974117240741,1.873576393897136,1.8651079717869972,-0.8934190858392855,2.169793706087118,6.468816704266266,-6.340032723142013,-0.42023907486497714,-3.0464611273045725,-1.6467435679288847,4.054801304924621,3
