Theta_1,Theta_2,Theta_3,Theta_4,Theta_5,Theta_6,Theta_7,Theta_8,Theta_9,Theta_10,F_Theta_1
-1.3332606935176892,-0.05992443322186812,-1.9697841956572657,1.4120107222931935,-2.5814922283075843,0.17276101373216537,0.468759456547139,-0.20215262125389744,0.9979946082451477,-0.661214165542834,6.907860037676923
0.29036625815882244,1.1233779212237922,1.6174174976233007,0.386899418932101,-0.6235529012370647,-2.0490054993067295,0.3660086446155024,0.3721963279225253,0.689397530742978,1.1511788037634811,0.3542017835588679
-0.5972793255541906,0.22248369958573097,1.9148267219656714,0.3563929870690335,-0.7925261780785393,-2.113994072242499,0.942057142266244,0.17215255923161024,-0.8640269659127416,-0.4618427518233029,-1.8234504204208686
0.19199531389396085,0.0335748052013249,1.262327836761156,-1.9491342192563381,0.21587545634430808,1.0779497067598443,-0.3090343769739948,2.6366602941943063,-0.6618171896817672,0.4065427135911343,-6.665171213911515
0.7800388921067333,0.6950960766702621,0.6662794354048751,1.6833219470663106,0.6477823867323509,-0.8359188227546286,1.8624288455286722,0.7991322905418772,-2.0235170765845454,-0.15430076149510413,-0.6679599449893665
-1.673654819089313,-0.21128753238759881,0.6321213935343516,-0.7786200736707408,-0.12639006744247627,-0.11523421519263022,-0.6066758684498974,1.5828788589517009,0.28143455970479847,-0.4177709832820921,-2.3109309318513804
0.19789330347320488,0.521976959174426,-0.15982053839998286,-0.08097321326870324,0.2673118344231553,-0.25896773254827593,0.4674695345238604,0.9533588607051824,-0.3394037342471797,1.8628940595815537,0.4862531187594356
0.8253850269681962,1.5719787385080213,1.0198572473182725,0.9603244837793655,0.33097168365228363,-0.06137295098036982,-0.31457690957565765,1.4911732792746322,0.7209595820004759,-0.5653125540160756,-0.5725397381867743
-0.8721408568539233,2.2694989499687988,-1.9810449112209016,-0.225279104664668,-0.6021021399002152,1.1669328787079682,0.07424278503885412,-1.0069828461203725,-0.8430005878595328,1.1666679405401184,7.316474017321548
2.8900462428543885,1.1187034413457413,-0.8188160558877419,0.7549834448742232,-0.7396522640262537,0.2547460494205147,-1.2688929675992837,-0.5316807966053962,0.1642367839389396,0.9074059445327488,4.645851354819564
0.8479606666849672,-0.5567836827872582,-0.12490648327149859,-0.4416578455942694,-0.34107135366088065,0.6425020950663088,-1.4210356448501842,-0.4437589774185068,-0.8230062569262091,1.9880437746752508,-1.689053341702449
-0.054064720326477814,1.47624963531584,-0.7642550397183838,0.19777317185312693,0.27468969322258446,-0.7790144148662298,0.017653167757543664,0.07972214559790711,1.0436205505918654,0.5264310133962786,5.094805932756511
0.6446118139421378,0.16395851145591714,1.7921343753244052,0.017750682731500246,-0.9494117151161202,-0.804126307157227,1.2550827140812506,-0.8873497527032042,0.6152868556739126,-0.7221751224224746,-2.852724231513555
-1.9347428918447453,-0.8890061285916258,1.3276337101705262,1.0557844927073166,-0.45867871876631083,-1.679040234783865,-0.3794887300974177,-1.378621203690365,-1.4987324543486749,-0.5273259778412932,-3.687967664573617
1.35872889418805,0.3067503110495683,-0.7279226419729072,-0.9389793380589722,-0.4280718382566358,-0.9845286263932451,1.330002830203433,-2.1815826347637484,0.9362476662267931,-1.0390435685508228,2.8197639173004014
0.6233661267955652,-0.753094236471893,1.9594858894899492,1.049504407859016,1.1680795167546163,0.829448057138328,-1.5452488816719647,0.49906660149630455,-0.21945631013198857,-0.7301455733621292,-6.689001708986353
-1.587761532443196,1.4955948812512503,-0.9356388846656889,0.34572908251599443,0.6216231017964683,-0.8592325713569448,-1.0137968293329958,0.37076704864244553,1.481502554516769,1.4841132892228248,7.61775763111627
0.15159227647149015,1.2114042318135294,-0.42222928934027,-0.42825808490155254,0.23883049142987076,1.1927280991658253,1.5544645831127701,-0.09575128515478669,0.3832283967203618,-1.2711813893857382,0.918290522881435
-0.6103656397165582,-0.5203248475623177,-0.9652208835351638,0.4736959921358795,-1.6967754505034789,1.6353077804570393,1.0602840197235637,2.046866975788841,0.31664578972575613,1.9526489272659433,1.642989247085634
0.6015756315666512,-0.5324942943956105,-1.2885229650068577,-0.13123251017182422,0.7631308110025753,-1.5522591419639096,-1.7162307637351024,0.30525232295732324,-0.25179152614370187,1.3158902096205005,0.6434371773462898
-0.17651230011769278,1.7471089460973495,-0.6654484169216923,0.7517327166237168,1.0458346218126664,0.39987272038391836,-0.14852799113056955,-0.46718521472920166,-0.4307628559776462,0.2515627874663548,3.438162736923859
-0.026367817855855305,2.530368609679399,0.40643020423842136,-1.1805993112171234,-0.4452323755955078,0.9225098021383391,-0.08442293435260934,-0.559210425871205,-0.4464218669659905,-0.026374410202767824,2.42265817587126
-0.4234544928601779,-1.1336485327869958,0.08551610123825412,1.6222482613095677,-0.6266825786260173,0.8541997472276378,-0.29165459010270095,0.36552802108734367,0.5644454731176426,-0.03726806172105028,0.8895778073337273
0.4142274942115369,-1.8535566445419025,-0.3090532484877852,-0.3623815877898749,1.3690453329910146,1.1776581714192242,0.8881021054622991,0.3141906060707788,0.18240973407133032,0.5312503207383671,-3.5106074169154167
0.20188792104999237,1.929920716488722,0.8959798358980284,-0.024911643069381664,-0.5597053745111525,0.9818272781831527,0.8946563415211631,0.4876036849169767,-0.0437271819832868,-0.0731181806927134,1.0772670993129125
-0.6599713580388089,-0.6719017598191259,0.5538265964183802,-1.660446444077021,1.5294055353335887,0.9355608891730828,0.42003875272416985,0.21896057767031257,-1.0417201277609645,0.70279549133129,-5.1058219584671605
-0.5634118855289643,-0.35629730003214627,0.46796857631794403,-0.4033476605586713,1.3619680767262783,-0.04170250064867052,0.07825992877029085,-0.2731457514234867,-1.91211440405595,0.38436804510448663,-3.8197321801170805
0.3535674889503975,2.1274737755641726,0.7558508503131677,1.3396351494988228,0.702997896231423,1.686827351638563,2.173594836956969,0.35483350655708024,0.734694004079111,-0.15791873436810358,3.731704245735536
0.2711154636204369,0.7386396780789155,1.378542003418515,0.5381141809147503,0.012472936234369394,-0.31138107528352477,-0.23312962028885517,0.009161557245318612,-0.14369903318342725,-0.15529572723958965,-1.9009462812040656
-1.0848222465211625,-1.246409958474906,-0.05248271324614377,-0.43180938377060385,0.5561336216447165,-0.7818370832653062,-0.1777460553762689,0.3738573498011106,0.7067016805906997,-2.053851206318695,-3.214484209129571
